raw_affiliation_string;openalex_work_id;openalex_country;openalex_display_name;matched_country
Laboratoire de Physique Statistique, CNRS-Ecole Normale Supérieure, Paris, France;https://openalex.org/W2291805670;;Laboratoire de Physique Statistique, CNRS-Ecole Normale Supérieure, Paris, France;FR
CNRS, Institut de Recherche et Développement sur l’Energie Photovoltaïque, EDF R&D 6 quai Watier, Chatou 78401, France;https://openalex.org/W1947409441;;CNRS, Institut de Recherche et Développement sur l’Energie Photovoltaïque, EDF R&D 6 quai Watier, Chatou 78401, France;FR
IPVF Institut Photovoltaïque d’Ile-de-France, 30 RD 128, PALAISEAU, 91120, France;https://openalex.org/W2902958306;;IPVF Institut Photovoltaïque d’Ile-de-France, 30 RD 128, PALAISEAU, 91120, France;FR
EDF R&D, 6 quai Watier, 78400 CHATOU Cedex, France;https://openalex.org/W2557333737;;EDF R&D, 6 quai Watier, 78400 CHATOU Cedex, France;FR
EDF R&D, EDF Lab Les Renardières,Moret Loing et Orvanne,France;https://openalex.org/W3120391993;;EDF R&D, EDF Lab Les Renardières,Moret Loing et Orvanne,France;FR
Mines Saint-Etienne, Univ Lyon, Univ Jean Moulin, Univ Lumière, Univ Jean Monnet, ENTPE, INSA Lyon, ENS Lyon, CNRS, UMR 5600 EVS, Institut Henri Fayol, F - 42023, Saint-Etienne, France;https://openalex.org/W3199725550;;Mines Saint-Etienne, Univ Lyon, Univ Jean Moulin, Univ Lumière, Univ Jean Monnet, ENTPE, INSA Lyon, ENS Lyon, CNRS, UMR 5600 EVS, Institut Henri Fayol, F - 42023, Saint-Etienne, France;FR
University of Lille;https://openalex.org/W2955467357;;University of Lille;FR
UPMC-Sorbonne Universités, Paris, France.;https://openalex.org/W2268751104;;UPMC-Sorbonne Universités, Paris, France.;FR
[Alcatel-Lucent Bell Labs, Route de Villejust, Nozay, France];https://openalex.org/W1997974573;;[Alcatel-Lucent Bell Labs, Route de Villejust, Nozay, France];FR
Sorbonne Universités-UPMC Univ Paris 06, Paris, France;https://openalex.org/W2094493135;;Sorbonne Universités-UPMC Univ Paris 06, Paris, France;FR
Sorbonne Université, ISIR, UMR 7222 CNRS, Agathe Group INSERM U 1150, Paris, France;https://openalex.org/W3130968345;;International Society for Intelligence Research;FR
Lab. Chim. Org., CNRS, Ec. Super. Phys. Chim. Ind., F-75231 Paris, Fr.;https://openalex.org/W2951209559;;Lab. Chim. Org., CNRS, Ec. Super. Phys. Chim. Ind., F-75231 Paris, Fr.;FR
Laboratory of Catalysis and Organic Synthesis EPFL SB ISIC LCSO, BCH 4306 Ecole Polytechnique Fédérale de Lausanne 1015 Lausanne Switzerland;https://openalex.org/W2911095585;;Laboratory of Catalysis and Organic Synthesis EPFL SB ISIC LCSO, BCH 4306 Ecole Polytechnique Fédérale de Lausanne 1015 Lausanne Switzerland;CH
Sorbonne Université, CNRS UMR 8220, LAMS, case courrier 225, 4 pl. Jussieu 75252 Paris cedex 05, France;https://openalex.org/W2976635715;;Sorbonne Université, CNRS UMR 8220, LAMS, case courrier 225, 4 pl. Jussieu 75252 Paris cedex 05, France;FR
Muséum National d’Histoire Naturelle, Centre de Recherche sur la Conservation des Collections (CRC, CNRS USR 3224), Sorbonne Université, Paris, France;https://openalex.org/W3126823236;;Muséum National d’Histoire Naturelle, Centre de Recherche sur la Conservation des Collections (CRC, CNRS USR 3224), Sorbonne Université, Paris, France;FR
Centre de Recherche sur la Conservation des Collections (CRC, CNRS USR 3224), Muséum National d’Histoire Naturelle, 36 Rue Geoffroy St. Hilaire, 75005 Paris, France;https://openalex.org/W3034927160;;Centre de Recherche sur la Conservation des Collections (CRC, CNRS USR 3224), Muséum National d’Histoire Naturelle, 36 Rue Geoffroy St. Hilaire, 75005 Paris, France;FR
Centre de Recherche sur la Conservation des Collections (CRC, CNRS USR 3224), Sorbonne Université, Muséum National d’Histoire Naturelle, Paris, France;https://openalex.org/W3203919818;;Centre de Recherche sur la Conservation des Collections (CRC, CNRS USR 3224), Sorbonne Université, Muséum National d’Histoire Naturelle, Paris, France;FR
Departement optique-lasers, UMR-6614 CORIA, LABEX EMC3, Av. de l’Universite, 76801 Saint-Etienne du Rouvray cedex, France;https://openalex.org/W2088331265;;Departement optique-lasers, UMR-6614 CORIA, LABEX EMC3, Av. de l’Universite, 76801 Saint-Etienne du Rouvray cedex, France;FR
Département Optique-lasers, UMR 6614 CORIA, LABEX EMC3, Avenue de l’Université, 76801 Saint-Etienne du Rouvray Cedex, France;https://openalex.org/W2191530132;;Département Optique-lasers, UMR 6614 CORIA, LABEX EMC3, Avenue de l’Université, 76801 Saint-Etienne du Rouvray Cedex, France;FR
Département Optique-lasers, UMR 6614 CORIA, LABEXEMC3, Avenue de l’Université, 76801 Saint-Etienne du Rouvray Cedex, France;https://openalex.org/W2298999127;;Département Optique-lasers, UMR 6614 CORIA, LABEXEMC3, Avenue de l’Université, 76801 Saint-Etienne du Rouvray Cedex, France;FR
Institut de biologie de l'ENS Paris (UMR 8197/1024);https://openalex.org/W2734623976;;Institut de biologie de l'ENS Paris (UMR 8197/1024);FR
Department of Pulmonology, University Hospital of Nancy, 54395 Nancy, France.;https://openalex.org/W3081479522;;Department of Pulmonology, University Hospital of Nancy, 54395 Nancy, France.;FR
Respiratory Section, National Heart and Lung Institute, Faculty of Medicine, Imperial College London, London, UK;https://openalex.org/W3008363450;;Respiratory Section, National Heart and Lung Institute, Faculty of Medicine, Imperial College London, London, UK;GB
Department of Pulmonology, University Hospital of Nancy, 54000 Nancy, France.;https://openalex.org/W3037307724;;Department of Pulmonology, University Hospital of Nancy, 54000 Nancy, France.;FR
National Heart and Lung Institute Imperial College London London UK;https://openalex.org/W3046628453;;National Heart and Lung Institute Imperial College London London UK;GB
Pneumology-Allergology Department, University Hospital, Nancy, France;https://openalex.org/W2538193256;;Pneumology-Allergology Department, University Hospital, Nancy, France;FR
Department of Pneumology, Nancy University Hospital, Nancy, France.;https://openalex.org/W2792700485;;Department of Pneumology, Nancy University Hospital, Nancy, France.;FR
Department of Pulmonology, University Hospital of Nancy, 54511 Nancy, France.;https://openalex.org/W3123805118;;Department of Pulmonology, University Hospital of Nancy, 54511 Nancy, France.;FR
Pôle de spécialités médicales, service de pneumologie, hôpital Brabois, CHU de Nancy, rue du Morvan, 54511 Vandœuvre-lès-Nancy, France;https://openalex.org/W2073924984;;Pôle de spécialités médicales, service de pneumologie, hôpital Brabois, CHU de Nancy, rue du Morvan, 54511 Vandœuvre-lès-Nancy, France;FR
Infectious Disease Department, Nord Franche-Comté Hospital, Trevenans, France;https://openalex.org/W3178608608;;Infectious Disease Department, Nord Franche-Comté Hospital, Trevenans, France;FR
Infectious Diseases Unit, Besancon University Hospital, Besancon, France.;https://openalex.org/W3209264417;;Infectious Diseases Unit, Besancon University Hospital, Besancon, France.;FR
Department of Infectious Disease, Nord Franche-Comté Hospital, Trevenans, France.;https://openalex.org/W3194548912;;Department of Infectious Disease, Nord Franche-Comté Hospital, Trevenans, France.;FR
Médicaments et biomatériaux à libération contrôlée: mécanismes et optimisation - Advanced Drug Delivery Systems - U 1008;https://openalex.org/W2624962946;;Médicaments et biomatériaux à libération contrôlée: mécanismes et optimisation - Advanced Drug Delivery Systems - U 1008;FR
DREAM-CTU/IRD, CICT-CTU, Cantho, Vietnam;https://openalex.org/W2905771342;;DREAM-CTU/IRD, CICT-CTU, Cantho, Vietnam;VN
DREAM-CTU/IRD, CICT-CTU;https://openalex.org/W2929113030;;DREAM-CTU/IRD, CICT-CTU;FR
School of Medicine, Department of General Practice, UPMC University Paris 06, Paris, France.;https://openalex.org/W1945441522;;School of Medicine, Department of General Practice, UPMC University Paris 06, Paris, France.;FR
SAS, INRAE, Institut Agro, Rennes, France.;https://openalex.org/W3133777047;;SAS, INRAE, Institut Agro, Rennes, France.;FR
Irstea, UR OPAALE, Rennes, France;https://openalex.org/W2587582553;;Irstea, UR OPAALE, Rennes, France;FR
Univ.Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, U1019 - UMR 8204 - CIIL - Center for Infection and Immunity of Lille, Lille, France;https://openalex.org/W2571029248;;Univ.Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, U1019 - UMR 8204 - CIIL - Center for Infection and Immunity of Lille, Lille, France;FR
University Toulouse & CNRS / IRIT, Toulouse, France;https://openalex.org/W2536603889;;University Toulouse & CNRS / IRIT, Toulouse, France;FR
Physiologie, Environnement et Génétique pour l'Animal et les Systèmes d'Elevage [Rennes];https://openalex.org/W3004473748;;Physiologie, Environnement et Génétique pour l'Animal et les Systèmes d'Elevage [Rennes];FR
Physiologie, Environnement et Génétique pour l'Animal et les Systèmes d'Elevage [Rennes];https://openalex.org/W2624479763;;Physiologie, Environnement et Génétique pour l'Animal et les Systèmes d'Elevage [Rennes];FR
Sorbonne Universités, UPMC Univ. Paris 06, CNRS, Laboratoire PHENIX, Paris, France;https://openalex.org/W2497807559;;Sorbonne Universités, UPMC Univ. Paris 06, CNRS, Laboratoire PHENIX, Paris, France;FR
Sorbonne University, CNRS, Laboratoire PHENIX, Paris, France;https://openalex.org/W2897212523;;Sorbonne University, CNRS, Laboratoire PHENIX, Paris, France;FR
Forgetting and Cortical Dynamics Team, Lyon Neuroscience Research Center (CRNL), Centre National de la Recherche Scientifique (CNRS), Institut National de la Santé et de la Recherche Médicale (INSERM), University Lyon 1, Lyon, France.;https://openalex.org/W2950593855;;Forgetting and Cortical Dynamics Team, Lyon Neuroscience Research Center (CRNL), Centre National de la Recherche Scientifique (CNRS), Institut National de la Santé et de la Recherche Médicale (INSERM), University Lyon 1, Lyon, France.;FR
CRNL, équipe Forgetting, 69008 Lyon, France;https://openalex.org/W2028343097;;CRNL, équipe Forgetting, 69008 Lyon, France;FR
Laboratoire Kastler Brossel, UPMC-Sorbonne Universités, CNRS, ENS-PSL Research University, Collège de FranceCase 74, 4 place Jussieu, F-75252 Paris Cedex 05, France;https://openalex.org/W2907566466;;Laboratoire Kastler Brossel, UPMC-Sorbonne Universités, CNRS, ENS-PSL Research University, Collège de FranceCase 74, 4 place Jussieu, F-75252 Paris Cedex 05, France;FR
Ministry of Education Key Laboratory of Macromolecular Synthesis and Functionalization, Department of Polymer Science and Engineering, Zhejiang University, Hangzhou, China;https://openalex.org/W2928773592;;Ministry of Education Key Laboratory of Macromolecular Synthesis and Functionalization, Department of Polymer Science and Engineering, Zhejiang University, Hangzhou, China;CN
MOE Key Laboratory of Macromolecular Synthesis and Functionalization, Department of Polymer Science and Engineering Zhejiang University  Hangzhou China;https://openalex.org/W2321496577;;MOE Key Laboratory of Macromolecular Synthesis and Functionalization, Department of Polymer Science and Engineering Zhejiang University  Hangzhou China;CN
Unité Mixte de Recherche Mitovasc, Institut National de la Santé et de la Recherche Médicale (INSERM) U1083, Centre National de la Recherche Scientifique (CNRS) 6015, Université d'Angers, Angers, France.;https://openalex.org/W3022663182;;Unité Mixte de Recherche Mitovasc, Institut National de la Santé et de la Recherche Médicale (INSERM) U1083, Centre National de la Recherche Scientifique (CNRS) 6015, Université d'Angers, Angers, France.;FR
Unité Mixte de Recherche (UMR) MITOVASC, Équipe Mitolab, Centre National de la Recherche Scientifique (CNRS) 6015, Institut National de la Santé et de la Recherche Médicale (INSERM) U1083, Université d'Angers, Angers, France.;https://openalex.org/W2990874421;;Unité Mixte de Recherche (UMR) MITOVASC, Équipe Mitolab, Centre National de la Recherche Scientifique (CNRS) 6015, Institut National de la Santé et de la Recherche Médicale (INSERM) U1083, Université d'Angers, Angers, France.;FR
MitoVasc Institute, UMR CNRS 6015 - INSERM U1083, CHU, Angers, France;https://openalex.org/W2947211528;;MitoVasc Institute, UMR CNRS 6015 - INSERM U1083, CHU, Angers, France;FR
Institut de recherche en informatique de Toulouse, CNRS—Université de Toulouse, route de Narbonne, Toulouse Cedex, France;https://openalex.org/W2589327496;;Institut de recherche en informatique de Toulouse, CNRS—Université de Toulouse, route de Narbonne, Toulouse Cedex, France;FR
IRIT - CNRS - Toulouse University;https://openalex.org/W2540194349;;IRIT - CNRS - Toulouse University;FR
 Université Paris-Est;https://openalex.org/W3208723826;; Université Paris-Est;FR
Sorbonne Universités, UPMC Univ Paris 06, CNRS-UMR 7588, Institut des NanoSciences de Paris, F-75005 Paris, France.;https://openalex.org/W2793325820;;Sorbonne Universités, UPMC Univ Paris 06, CNRS-UMR 7588, Institut des NanoSciences de Paris, F-75005 Paris, France.;FR
Sorbonne Universités, UPMC Univ. Paris 06, CNRS-UMR 7588, Institut des NanoSciences de Paris, Paris, France;https://openalex.org/W2773331417;;Sorbonne Universités, UPMC Univ. Paris 06, CNRS-UMR 7588, Institut des NanoSciences de Paris, Paris, France;FR
Sorbonne Universités, UPMC Univ. Paris 06, CNRS-UMR 7588, Institut des NanoSciences de Paris;https://openalex.org/W2283692485;;Sorbonne Universités, UPMC Univ. Paris 06, CNRS-UMR 7588, Institut des NanoSciences de Paris;FR
Faculté de Médecine, Laboratoire Rigidité et Thrombose, UMR S 1116, Vandoeuvre Les Nancy, France;https://openalex.org/W2332010090;;Faculté de Médecine, Laboratoire Rigidité et Thrombose, UMR S 1116, Vandoeuvre Les Nancy, France;FR
STMicroelectronics, 850, rue Jean Monnet, F-38926 Crolles, France#TAB#;https://openalex.org/W2246404689;;STMicroelectronics, 850, rue Jean Monnet, F-38926 Crolles, France#TAB#;FR
Interdisciplinary Center for Electron Microscopy (CIME) Ecole Polytechnique Fédérale de Lausanne,;https://openalex.org/W4224213672;;Interdisciplinary Center for Electron Microscopy (CIME) Ecole Polytechnique Fédérale de Lausanne,;CH
LIP6-UPMC, Paris, France#TAB#;https://openalex.org/W1992089938;;LIP6-UPMC, Paris, France#TAB#;FR
[Sorbonne Universités, UPMC Univ Paris 06, UMR 7606, LIP6, Paris, France];https://openalex.org/W2586867227;;[Sorbonne Universités, UPMC Univ Paris 06, UMR 7606, LIP6, Paris, France];FR
Sorbonne Universites, UPMC Univ Paris 06, UMR 7606, LIP6, France;https://openalex.org/W2571148226;;Sorbonne Universites, UPMC Univ Paris 06, UMR 7606, LIP6, France;FR
Novadiscovery, Pl. Giovanni da Verrazzano, Lyon, 69009, Rhône, France.;https://openalex.org/W4284886015;;Novadiscovery, Pl. Giovanni da Verrazzano, Lyon, 69009, Rhône, France.;FR
Sorbonne Universités, UPMC Univ Paris 06, UMR 7616, Laboratoire de Chimie Théorique, Case Courier 137, 4 Place Jussieu, 75252 Paris Cedex 05, France.;https://openalex.org/W1962172314;;Sorbonne Universités, UPMC Univ Paris 06, UMR 7616, Laboratoire de Chimie Théorique, Case Courier 137, 4 Place Jussieu, 75252 Paris Cedex 05, France.;FR
Sorbonne Universités, UPMC Univ Paris 06, CNRS, Laboratoire de Chimie Théorique CC 137 - 4, place Jussieu, F. 75252, Paris Cedex 05, FranceE-mail: pilme@lct.jussieu.fr.;https://openalex.org/W2745291826;;Sorbonne Universités, UPMC Univ Paris 06, CNRS, Laboratoire de Chimie Théorique CC 137 - 4, place Jussieu, F. 75252, Paris Cedex 05, FranceE-mail: pilme@lct.jussieu.fr.;FR
Laboratoire de Chimie Théorique, Sorbonne Universités, UPMC Université Paris 06, UMR 7616, Paris, France;https://openalex.org/W2477856535;;Laboratoire de Chimie Théorique, Sorbonne Universités, UPMC Université Paris 06, UMR 7616, Paris, France;FR
INSERM UMR-S1052, CNRS UMR 5286, Université Lyon 1, Centre de Recherche en Cancérologie de Lyon (CRCL), LabEx DEVweCAN, Centre Léon Bérard, Lyon 69373, France.;https://openalex.org/W2117234540;;INSERM UMR-S1052, CNRS UMR 5286, Université Lyon 1, Centre de Recherche en Cancérologie de Lyon (CRCL), LabEx DEVweCAN, Centre Léon Bérard, Lyon 69373, France.;FR
Easymile, 8 Chemin des Trente-Six Ponts 31400 Toulouse, France;https://openalex.org/W2767335515;;Easymile, 8 Chemin des Trente-Six Ponts 31400 Toulouse, France;FR
CHU Grenoble;https://openalex.org/W2052644872;;CHU Grenoble;FR
Service de Microbiologie, CHU Réunion, St Pierre, France.;https://openalex.org/W2588104452;;Service de Microbiologie, CHU Réunion, St Pierre, France.;FR
Microbiology Department, CHU Réunion, BP 350, 97448 Saint Pierre, France;https://openalex.org/W2546979646;;Microbiology Department, CHU Réunion, BP 350, 97448 Saint Pierre, France;FR
Inserm U995-Team 2, pôle recherche, faculté de médecine H.-Warembourg, université du droit et de la santé – Lille II, université Lille 2, CHRU de Lille, France;https://openalex.org/W2754293576;;Inserm U995-Team 2, pôle recherche, faculté de médecine H.-Warembourg, université du droit et de la santé – Lille II, université Lille 2, CHRU de Lille, France;FR
Microbiologie, CHU de la Réunion, Réunion;https://openalex.org/W2754981804;;Microbiologie, CHU de la Réunion, Réunion;RE
Département de microbiologie, CHU Sud Réunion, 97448 Saint-Pierre cedex, Réunion;https://openalex.org/W2755978491;;Département de microbiologie, CHU Sud Réunion, 97448 Saint-Pierre cedex, Réunion;RE
Institute of Research and Development on Photovoltaic Energy, Chatou, France;https://openalex.org/W2741444193;;Institute of Research and Development on Photovoltaic Energy, Chatou, France;FR
Institut Photovoltaïque d'Ile de France (IPVF), UMR 9006, 30 route départementale 128, 91120 Palaiseau, France;https://openalex.org/W2988082434;;Institut Photovoltaïque d'Ile de France (IPVF), UMR 9006, 30 route départementale 128, 91120 Palaiseau, France;FR
EDF R&DInstitut de Recherche et Développement sur l'Energie Photovoltaïque (IRDEP)6 quai Watier78401ChatouFrance;https://openalex.org/W2126931945;;EDF R&DInstitut de Recherche et Développement sur l'Energie Photovoltaïque (IRDEP)6 quai Watier78401ChatouFrance;FR
SIGVARIS, 42170 Saint-Just Saint-Rambert, France;https://openalex.org/W2064036631;;SIGVARIS, 42170 Saint-Just Saint-Rambert, France;FR
SIGVARIS, Saint-Just, Saint-Rambert, France;https://openalex.org/W2802006987;;SIGVARIS, Saint-Just, Saint-Rambert, France;FR
Service de médecine vasculaire, CHU de Grenoble, Grenoble, France;https://openalex.org/W2921071729;;Service de médecine vasculaire, CHU de Grenoble, Grenoble, France;FR
TCS Research and Innovation-Mumbai, INDIA;https://openalex.org/W2913778552;;TCS Research and Innovation-Mumbai, INDIA;IN
Sogeti High Tech, 3 Chemin Laporte, 31300 Toulouse, France#TAB#;https://openalex.org/W2314117684;;Sogeti High Tech, 3 Chemin Laporte, 31300 Toulouse, France#TAB#;FR
Institut de Recherche en Informatique de Toulouse, Université Toulouse 1 Capitole, France, --- Select a Country ---;https://openalex.org/W3126645340;;Institut de Recherche en Informatique de Toulouse, Université Toulouse 1 Capitole, France, --- Select a Country ---;FR
Scalian, France;https://openalex.org/W3134881178;;Scalian, France;FR
Department of Radiology James R. and Helen D. Russell Institute for Research & Innovation, Advocate Lutheran General Hospital, Park Ridge Rosalind Franklin University, Chicago Medical School, North Chicago, IL.;https://openalex.org/W2587311544;;Department of Radiology James R. and Helen D. Russell Institute for Research & Innovation, Advocate Lutheran General Hospital, Park Ridge Rosalind Franklin University, Chicago Medical School, North Chicago, IL.;US
Agence Nationale de Sante Publique, France;https://openalex.org/W4292833719;;Agence Nationale de Sante Publique, France;FR
Agency Nationale de Sante Publique, France;https://openalex.org/W4291290262;;Agency Nationale de Sante Publique, France;FR
Cognition, Languages, Language, Ergonomics-Work & Cognition Laboratory (CLLE-LTC), University of Toulouse and Centre National de la Recherche Scientifique, France.;https://openalex.org/W2898828914;;Cognition, Languages, Language, Ergonomics-Work & Cognition Laboratory (CLLE-LTC), University of Toulouse and Centre National de la Recherche Scientifique, France.;FR
Orange Labs, Meylan, France;https://openalex.org/W3014433902;;Orange Labs, Meylan, France;FR
CNRS LAAS, 7 avenue du Colonel Roche, F‐31400 Toulouse, France, Université de Toulouse UPS, INSA, INP, ISAE, UT1, UTM, LAAS, 31400 Toulouse, France, cdiop@laas.fr, akamoun@laas.fr, emezghan@laas.fr, mzouari@laas.fr, eexposit@laas.fr;https://openalex.org/W1509898934;;CNRS LAAS, 7 avenue du Colonel Roche, F‐31400 Toulouse, France, Université de Toulouse UPS, INSA, INP, ISAE, UT1, UTM, LAAS, 31400 Toulouse, France, cdiop@laas.fr, akamoun@laas.fr, emezghan@laas.fr, mzouari@laas.fr, eexposit@laas.fr;FR
Orange Labs,Meylan,France;https://openalex.org/W3128568681;;Orange Labs,Meylan,France;FR
ETS CRCHUM, Montreal, QC, Canada;https://openalex.org/W2983720088;;ETS CRCHUM, Montreal, QC, Canada;CA
CIRI, INSERM;https://openalex.org/W2563707195;;CIRI, INSERM;FR
CHU Nancy, Pôles des Spécialités Médicales/Département de Pneumologie, Vandoeuvre-lès-Nancy, France.;https://openalex.org/W2981050011;;CHU Nancy, Pôles des Spécialités Médicales/Département de Pneumologie, Vandoeuvre-lès-Nancy, France.;FR
CNRS, UMR 7222, ISIR/INSERM, U1150 Agathe-ISIR, Sorbonne University, Paris, France;https://openalex.org/W3003884158;;International Society for Intelligence Research;FR
Agathe-ISIR, CNRS UMR 7222, INSERM U1150, Sorbonne Université, Paris, France;https://openalex.org/W3117574163;;International Society for Intelligence Research;FR
Institut Denis Poisson;https://openalex.org/W2804546542;;Institut Denis Poisson;FR
Institute of Intelligent Systems and Robotics, Sorbonne University, CNRS UMR7222, INSERM U1150, Paris, France;https://openalex.org/W3124521224;;Institute of Intelligent Systems and Robotics, Sorbonne University, CNRS UMR7222, INSERM U1150, Paris, France;FR
Basic Science and Craniofacial Biology, NYU College of Dentistry, New York, USA.;https://openalex.org/W3012266085;;Basic Science and Craniofacial Biology, NYU College of Dentistry, New York, USA.;US
Institut d'Administration des Entreprises (IAE) - Orléans;https://openalex.org/W2929786983;;Institut d'Administration des Entreprises (IAE) - Orléans;FR
LIP6 Lab., UPMC Univ. Paris 06, Paris, France;https://openalex.org/W1981810231;;LIP6 Lab., UPMC Univ. Paris 06, Paris, France;FR
LIP6-UPMC, Paris, France#TAB#;https://openalex.org/W2032306374;;LIP6-UPMC, Paris, France#TAB#;FR
CNRS UMR 7606, LIP6, UPMC Univ. Paris 06, Paris, France#TAB#;https://openalex.org/W2233968139;;CNRS UMR 7606, LIP6, UPMC Univ. Paris 06, Paris, France#TAB#;FR
Irstea, UR Hydrosystèmes et Bioprocédés (HBAN)Antony France;https://openalex.org/W2737344397;;Irstea, UR Hydrosystèmes et Bioprocédés (HBAN)Antony France;FR
UR Hydrosystèmes et Bioprocédés, Irstea, Antony, France;https://openalex.org/W2619511957;;UR Hydrosystèmes et Bioprocédés, Irstea, Antony, France;FR
INRA, Saint-Genès Champanelle, F-63122, France;https://openalex.org/W1976620611;;INRA, Saint-Genès Champanelle, F-63122, France;FR
Van ‘t Hoff Institute for Molecular Sciences (HIMS), Universiteit van Amsterdam, Sciencepark 904, 1098 XH Amsterdam, the Netherlands;https://openalex.org/W2888337945;;Van ‘t Hoff Institute for Molecular Sciences (HIMS), Universiteit van Amsterdam, Sciencepark 904, 1098 XH Amsterdam, the Netherlands;NL
Homogeneous, Supramolecular and Bio-Inspired Catalysis Van't Hoff Institute for Molecular Sciences University of Amsterdam Science Park 904 Amsterdam 1098 XH The Netherlands.;https://openalex.org/W2896469357;;Homogeneous, Supramolecular and Bio-Inspired Catalysis Van't Hoff Institute for Molecular Sciences University of Amsterdam Science Park 904 Amsterdam 1098 XH The Netherlands.;NL
InCatT B.V., Science Park 904, 1098 XH Amsterdam, The Netherlands.;https://openalex.org/W4281258470;;InCatT B.V., Science Park 904, 1098 XH Amsterdam, The Netherlands.;NL
McSAF, 1 rue Claude Thion, Tours 37000 France.;https://openalex.org/W3132209771;;McSAF, 1 rue Claude Thion, Tours 37000 France.;FR
McSAF, 1 rue Claude Thion, 37000 Tours, France.;https://openalex.org/W3000078818;;McSAF, 1 rue Claude Thion, 37000 Tours, France.;FR
EDF R&D, avenue des Renardière, Moret sur Loing 77818, France;https://openalex.org/W2262605886;;EDF R&D, avenue des Renardière, Moret sur Loing 77818, France;FR
Département de Toxicologie et Risques Chimiques, Institut de Recherche Biomédicale des Armées, F-91220 Brétigny-sur-Orge, France.;https://openalex.org/W3033340892;;Département de Toxicologie et Risques Chimiques, Institut de Recherche Biomédicale des Armées, F-91220 Brétigny-sur-Orge, France.;FR
Département de Toxicologie et Risques Chimiques, Institut de Recherche Biomédicale Des Armées, F-91220 Brétigny-Sur-Orge, France;https://openalex.org/W4221132128;;Département de Toxicologie et Risques Chimiques, Institut de Recherche Biomédicale Des Armées, F-91220 Brétigny-Sur-Orge, France;FR
Laboratoire National de Santé Publique Libreville Gabon;https://openalex.org/W3135131207;;Laboratoire National de Santé Publique Libreville Gabon;GA
Univ. Grenoble Alpes, CNRS, CEA, Grenoble INP, Spintec, 38000 Grenoble, France.;https://openalex.org/W3138407267;;Univ. Grenoble Alpes, CNRS, CEA, Grenoble INP, Spintec, 38000 Grenoble, France.;FR
Laboratoire d'Informatique de Paris 6, CNRS, UPMC - Sorbonne Universités, 4 place Jussieu, 75005 Paris, France;https://openalex.org/W2763077966;;Laboratoire d'Informatique de Paris 6, CNRS, UPMC - Sorbonne Universités, 4 place Jussieu, 75005 Paris, France;FR
Eidgenössische Technische Hochschule - Swiss Federal Institute of Technology  [Zürich];https://openalex.org/W3025443061;;Eidgenössische Technische Hochschule - Swiss Federal Institute of Technology  [Zürich];CH
French Center of Porphyria, INSERM UMR1149, Labex GR-Ex, Louis Mourier Hospital, APHP.Nord-Université de Paris, Paris, France.;https://openalex.org/W3091463224;;French Center of Porphyria, INSERM UMR1149, Labex GR-Ex, Louis Mourier Hospital, APHP.Nord-Université de Paris, Paris, France.;FR
Laboratoire de Bioingénierie et Bioimagerie Ostéoarticulaire Unité Mixte de Recherche Centre National de la Recherche Scientifique, Université Denis-Diderot, Faculté de Médecine Lariboisiére-Saint-Louis, Paris, France;https://openalex.org/W2104113751;;Laboratoire de Bioingénierie et Bioimagerie Ostéoarticulaire Unité Mixte de Recherche Centre National de la Recherche Scientifique, Université Denis-Diderot, Faculté de Médecine Lariboisiére-Saint-Louis, Paris, France;FR
PEX Biotechnologie Chimie & Biologie, Institut de Recherches Servier, Croissy sur Seine, France.;https://openalex.org/W2889123977;;PEX Biotechnologie Chimie & Biologie, Institut de Recherches Servier, Croissy sur Seine, France.;FR
ValoTec, 1 Mail du Professeur Georges Mathé, 94800 Villejuif, France;https://openalex.org/W3119104895;;ValoTec, 1 Mail du Professeur Georges Mathé, 94800 Villejuif, France;FR
Université de Paris, IHSS/CRPMS/IUH, 75013, Paris, France (Research conducted under the Institut La Personne en Médecine, ANR-18-IDEX-0001).;https://openalex.org/W3129033620;;Université de Paris, IHSS/CRPMS/IUH, 75013, Paris, France (Research conducted under the Institut La Personne en Médecine, ANR-18-IDEX-0001).;FR
Université de Paris, CRPMS (EA 3522) / IRSL (EA 3518), institut La personne en médecine (ANR-18-IDEX-0001), France;https://openalex.org/W3197327810;;Université de Paris, CRPMS (EA 3522) / IRSL (EA 3518), institut La personne en médecine (ANR-18-IDEX-0001), France;FR
Phasics S.A., Espace technologique de Saint Aubin, Route de l’Orme des Merisiers, 91190 Saint Aubin, France;https://openalex.org/W2954074579;;Phasics S.A., Espace technologique de Saint Aubin, Route de l’Orme des Merisiers, 91190 Saint Aubin, France;FR
PHASICS S.A. (France);https://openalex.org/W2919051711;;PHASICS S.A. (France);FR
University of Cambridge;https://openalex.org/W4225421293;;University of Cambridge;GB
Neurometabolic Diseases Laboratory, Bellvitge Biomedical Research Institute (IDIBELL), L'Hospitalet de Llobregat, Barcelona, Catalunya, Spain.;https://openalex.org/W2978205556;;Neurometabolic Diseases Laboratory, Bellvitge Biomedical Research Institute (IDIBELL), L'Hospitalet de Llobregat, Barcelona, Catalunya, Spain.;ES
